Iteration;Time;QI-0;QI-1;QI-2;QI-3;QI-4;QI-5;QI-6;QI-7;QI-8;
2183;0,449;7;1;3;6;5;2;8;4;9
3891;0,684;5;1;1;3;4;1;1;1;2
5391;0,77;1;1;1;2;3;1;1;1;4
7041;0,899;1;1;1;2;3;1;1;1;4
8541;0,998;4;1;1;1;3;1;1;1;2
10541;1,328;4;8;3;6;6;2;1;5;1
12178;1,443;6;5;1;3;4;1;2;1;1
13678;1,551;5;4;1;1;3;1;2;1;1
15178;1,626;2;4;1;1;3;1;1;1;1
16678;1,699;4;3;1;1;2;1;1;1;1
18283;1,793;2;4;1;1;1;1;3;1;5
20283;1,934;3;6;1;1;1;2;7;5;4
21783;2,036;5;1;1;4;1;1;2;3;6
23283;2,108;3;1;1;2;1;1;1;1;4
24783;2,162;3;1;1;2;1;1;1;1;4
26367;2,255;2;1;1;4;5;1;3;1;1
27867;2,335;4;1;1;1;3;1;2;1;1
29367;2,433;6;1;1;4;5;1;3;2;1
31367;2,55;7;1;3;4;6;5;1;2;1
32867;2,638;4;1;3;1;2;5;1;1;1
34367;2,726;5;1;2;1;1;3;1;1;4
35958;2,815;2;1;1;1;1;3;1;1;4
37458;2,897;3;1;1;1;1;4;1;1;2
39458;3,041;4;1;3;1;1;5;7;2;6
40958;3,15;5;1;4;1;1;3;2;1;6
42458;3,237;5;1;3;1;4;1;1;1;2
43958;3,316;1;1;4;1;3;1;1;1;2
45458;3,394;3;1;1;1;4;1;1;1;2
47034;3,489;3;1;2;1;1;1;1;1;4
48534;3,578;6;1;1;1;4;1;2;3;5
50534;3,737;7;8;1;4;5;1;2;3;6
52034;3,824;2;3;1;5;4;1;1;1;1
53534;3,901;3;1;1;2;4;1;1;1;1
55034;3,978;3;2;1;1;4;1;1;1;1
56534;4,067;2;5;3;4;1;1;1;1;1
58034;4,166;3;4;1;2;1;1;5;6;1
60129;4,324;7;2;1;6;1;1;4;3;5
61629;4,399;3;1;1;1;1;1;2;1;4
63129;4,485;4;1;1;1;1;1;2;1;3
64629;4,574;5;1;1;4;2;1;1;1;3
66129;4,679;4;1;2;1;3;1;1;1;5
67629;4,785;2;5;4;1;1;1;1;3;6
69129;4,963;3;5;1;1;1;1;1;4;2
70629;5,037;3;1;1;1;1;4;1;1;2
72129;5,124;4;1;1;1;1;5;2;1;3
73702;5,201;3;1;1;2;1;5;1;1;4
75202;5,272;5;1;1;3;2;1;1;1;4
76702;5,368;6;1;3;1;4;1;1;2;5
78202;5,456;3;1;1;1;2;1;1;4;5
79702;5,534;4;1;1;1;3;1;1;1;2
81202;5,624;5;4;1;1;2;1;1;1;3
82702;5,71;2;5;1;1;3;4;1;1;1
84202;5,78;3;4;1;1;2;5;1;1;1
85702;5,895;5;1;4;1;3;6;1;2;1
87202;5,975;3;1;2;1;5;4;1;1;1
88760;6,054;4;1;1;1;2;3;1;1;1
90260;6,147;6;1;3;1;4;1;2;1;5
91760;6,23;3;1;1;1;5;1;2;1;4
93260;6,329;6;5;1;1;4;1;2;1;3
94760;6,417;6;4;1;1;2;1;3;5;1
96260;6,484;5;1;1;1;4;1;2;3;1
97760;6,537;1;1;1;1;2;4;3;1;1
99260;6,593;5;1;1;1;2;3;4;1;1
100760;6,646;2;1;1;1;3;4;1;1;1
102260;6,711;5;1;1;1;3;2;1;1;4
104260;6,837;6;1;1;3;4;2;1;5;7
105819;7,092;5;1;1;1;3;1;1;2;4
106819;7,174;1;1;1;1;2;1;1;1;3
108319;7,236;2;1;3;1;1;1;1;1;4
109819;7,308;5;1;2;1;1;1;4;1;3
111319;7,426;4;1;2;1;1;5;3;1;1
113319;7,582;3;1;7;4;1;2;6;5;1
114819;7,659;3;1;2;4;1;1;1;5;1
115819;7,702;3;1;2;1;1;1;1;1;1
117319;7,799;3;1;2;1;4;1;1;1;1
118819;7,931;2;1;1;5;3;1;1;1;4
120319;7,995;4;1;1;1;3;5;1;1;2
121870;8,065;4;1;1;1;3;5;2;6;1
123370;8,135;2;3;1;1;1;4;6;5;1
124870;8,218;2;4;1;1;1;3;1;1;1
126370;8,28;3;4;1;1;1;5;2;1;1
127870;8,37;3;4;1;1;1;5;2;1;1
129370;8,452;1;2;1;1;1;5;3;1;4
130870;8,52;1;6;1;1;5;1;3;2;4
132370;8,57;1;5;1;1;1;1;2;3;4
133370;8,597;1;2;1;1;1;1;1;1;3
134870;8,645;1;4;2;1;1;1;3;1;1
136370;8,731;4;3;2;5;1;1;6;1;1
137905;8,823;5;6;2;3;1;1;4;1;1
139905;8,953;7;6;2;3;1;1;5;4;1
141405;9,038;4;3;1;1;1;1;5;2;1
142405;9,074;3;2;1;1;1;1;1;1;1
143905;9,149;3;4;1;1;1;1;2;1;1
145405;9,223;3;4;1;1;1;1;2;1;1
146905;9,319;6;5;3;1;1;4;1;1;2
148905;9,46;8;7;4;1;6;2;1;3;5
150405;9,537;3;2;1;1;5;1;1;1;4
151905;9,611;4;2;1;1;1;1;1;1;3
153405;9,675;4;1;1;1;2;1;1;1;3
154951;9,746;4;5;1;1;3;1;1;1;2
156451;9,821;1;4;1;1;3;5;1;1;2
158451;9,945;1;5;7;6;4;1;1;2;3
159951;10,008;1;1;2;3;5;1;1;1;4
161451;10,061;1;1;1;2;4;1;1;1;3
162951;10,113;1;1;1;2;3;1;1;1;4
164451;10,177;2;1;3;5;1;1;4;1;6
165951;10,272;6;1;2;5;1;4;3;1;1
167451;10,356;5;1;4;2;1;6;3;1;1
168951;10,449;5;1;1;2;1;6;3;4;1
170451;10,534;3;1;1;5;1;4;1;2;1
171985;10,625;1;1;1;3;2;4;1;1;1
173485;10,706;2;1;1;4;1;4;1;1;3
174985;10,766;1;1;1;2;1;3;1;1;4
176485;10,837;6;3;4;2;1;1;1;1;5
178485;10,969;6;7;3;2;1;1;5;1;4
179985;11,05;5;2;1;1;1;1;3;1;4
181485;11,106;1;2;1;1;4;1;3;1;5
182985;11,153;1;2;1;1;4;1;3;1;1
184485;11,204;1;5;1;1;4;2;3;1;1
185985;11,258;1;5;1;2;4;1;3;1;1
187485;11,32;1;6;4;1;3;1;5;2;1
189016;11,42;5;6;3;1;4;1;1;2;1
190516;11,492;4;2;1;1;3;1;1;1;1
192016;11,554;5;3;2;1;4;1;1;1;1
193516;11,63;2;3;1;1;5;4;1;1;1
195016;11,733;4;1;1;2;5;3;1;1;1
196516;11,838;6;1;1;1;4;5;2;3;1
198016;11,895;4;1;1;1;5;1;2;3;1
199016;11,924;3;1;1;1;2;1;1;1;1
200516;11,983;5;1;2;1;1;1;3;1;4
202016;12,067;5;2;3;1;1;1;4;1;1
203516;12,15;4;5;3;1;1;1;2;1;1
205048;12,247;5;3;6;1;1;1;4;2;1
206548;12,344;5;4;3;1;1;1;2;1;1
208048;12,443;1;5;3;1;2;1;4;1;1
209548;12,529;1;3;5;1;2;1;4;1;1
211048;12,607;1;4;1;1;2;1;3;1;1
212548;12,675;1;1;2;3;5;1;4;1;1
214048;12,763;1;1;6;2;5;1;4;3;1
215548;12,862;5;1;1;6;4;1;2;3;1
217048;12,938;4;1;1;1;3;1;2;1;1
218548;13,02;5;1;1;2;4;1;1;1;3
220048;13,103;5;4;1;1;3;1;1;1;2
221579;13,179;3;4;1;1;2;1;1;1;1
223079;13,27;6;4;2;1;3;1;1;5;1
224579;13,354;1;4;2;1;3;6;1;5;1
226079;13,447;1;1;5;1;4;2;3;1;1
227579;13,535;1;1;2;5;3;1;4;1;1
229079;13,611;1;1;4;1;3;1;2;1;1
230579;13,696;1;1;5;1;4;1;2;1;3
232079;13,809;5;1;6;1;4;1;1;2;3
233579;13,906;6;2;1;1;4;1;1;3;5
235079;13,997;1;5;1;1;3;4;1;1;2
236579;14,078;1;1;1;1;3;2;1;1;4
238104;14,166;1;2;1;5;3;4;1;1;1
239604;14,255;1;5;1;2;4;1;3;1;1
241104;14,355;1;4;1;2;5;1;6;3;1
242604;14,461;6;5;1;1;4;1;2;3;1
244104;14,548;3;4;1;1;2;1;1;1;1
245604;14,639;4;5;1;1;2;1;1;1;3
247104;14,731;2;3;1;1;1;4;1;1;5
248604;14,815;1;4;1;1;1;2;1;1;3
250604;14,956;5;6;1;2;1;3;1;7;4
252104;15,062;5;2;1;1;1;4;1;1;3
253604;15,151;3;5;1;1;1;1;2;1;4
255130;15,27;2;3;1;1;1;1;4;1;5
256630;15,349;4;2;1;1;1;1;1;1;3
258130;15,432;4;3;1;1;1;1;1;1;2
259630;15,532;5;6;1;1;1;1;2;3;4
261630;15,68;5;2;3;1;1;7;4;6;1
263130;15,762;3;1;2;1;1;4;1;1;1
264630;15,856;5;1;3;1;2;4;1;1;1
266130;15,936;4;1;2;1;3;1;1;1;1
267630;16,018;3;1;1;1;2;4;1;1;1
269630;16,158;2;3;5;1;4;6;1;7;1
271130;16,258;1;2;6;3;1;5;1;4;1
272655;16,35;1;2;1;4;1;5;3;1;1
274155;16,412;1;3;1;1;1;4;2;1;1
275655;16,461;1;4;1;3;1;1;2;1;1
277155;16,513;4;2;1;3;1;1;5;1;1
279155;16,596;2;4;1;7;3;1;1;5;6
280655;16,654;1;6;4;1;5;1;1;2;3
282155;16,702;1;3;2;1;4;1;1;1;1
283655;16,748;1;2;4;1;3;1;1;1;1
285155;16,805;1;5;1;1;4;2;1;1;3
286655;16,872;5;6;1;1;1;2;3;1;4
288655;16,966;7;6;1;1;1;2;4;3;5
290180;17,029;3;5;1;1;1;1;1;2;4
291180;17,063;1;2;1;1;1;1;1;1;3
292680;17,118;2;4;3;1;1;1;1;1;1
294180;17,177;3;5;4;1;1;1;1;1;2
295680;17,235;5;2;1;1;1;3;1;1;4
297680;17,328;6;7;1;1;1;3;2;4;5
299180;17,382;5;1;1;1;1;4;1;2;3
300180;17,41;2;1;1;1;1;1;1;1;3
301180;17,455;3;1;1;1;1;1;1;1;2
302680;17,546;4;1;2;1;1;5;1;1;3
304180;17,622;1;1;2;1;1;3;1;1;4
306219;17,752;5;3;2;1;1;6;4;7;1
307719;17,841;5;4;1;1;1;6;2;3;1
309219;17,919;2;3;1;1;1;4;1;1;1
310719;17,999;3;2;1;1;1;1;4;1;1
312219;18,087;2;1;1;1;1;4;3;1;1
314219;18,224;3;6;5;1;7;2;1;1;4
315719;18,316;1;4;6;1;2;1;1;5;3
317219;18,402;1;1;2;1;5;1;1;3;4
318219;18,448;1;1;1;1;2;1;1;1;3
319719;18,527;1;1;2;4;3;1;1;1;1
321219;18,62;1;1;6;5;4;1;2;1;3
322750;18,714;5;1;4;6;3;1;1;1;2
324750;18,849;3;6;7;5;1;1;1;4;2
326250;18,908;4;1;3;5;1;1;1;2;1
327250;18,951;2;1;1;3;1;1;1;1;1
328250;18,99;3;1;2;1;1;1;1;1;1
329750;19,048;4;1;2;5;1;3;1;1;1
331250;19,113;6;1;1;3;5;4;1;1;2
333250;19,209;7;6;1;3;4;1;1;2;5
334750;19,269;3;5;1;1;2;1;1;1;4
336250;19,325;4;1;1;1;2;1;1;1;3
337750;19,38;3;4;1;1;2;1;1;1;1
339272;19,447;6;3;5;1;1;1;4;1;2
340772;19,512;4;6;3;1;1;1;2;1;5
342772;19,602;2;3;1;4;1;1;5;6;7
344272;19,663;1;5;1;3;1;1;2;1;4
345772;19,715;1;4;1;1;1;1;2;1;3
347272;19,772;1;3;1;1;5;1;2;1;4
348772;19,83;1;4;1;1;3;1;1;1;2
350772;19,923;7;6;3;1;2;5;4;1;1
352272;19,998;6;5;3;1;1;2;4;1;1
353772;20,057;1;4;5;1;1;3;2;1;1
355272;20,12;1;5;2;1;1;3;4;1;1
356799;20,18;1;2;1;1;1;4;3;1;1
358299;20,27;1;4;3;1;2;5;6;1;1
359799;20,356;1;5;1;1;4;2;3;1;1
361299;20,44;5;6;1;1;4;2;1;3;1
362799;20,508;4;5;1;1;3;1;1;2;1
364299;20,557;1;2;1;3;4;1;1;1;1
365799;20,641;4;3;1;2;1;1;1;1;1
367299;20,737;5;6;3;2;1;1;1;1;4
368799;20,836;6;5;3;1;1;1;2;1;4
370799;20,96;4;3;2;1;1;6;7;5;1
372299;21,034;5;4;1;1;1;2;1;3;1
373320;21,082;2;3;1;1;1;1;1;1;1
374820;21,16;3;1;1;1;4;2;1;1;1
376320;21,247;2;5;1;3;4;1;1;1;1
377820;21,341;6;2;5;1;4;1;1;1;3
379820;21,477;2;7;1;1;3;1;4;5;6
381320;21,565;1;5;1;1;4;1;2;1;3
382820;21,644;1;3;1;1;1;1;4;1;2
384320;21,731;1;5;1;1;2;4;3;1;1
385820;21,817;1;1;1;2;5;3;4;1;1
387320;21,91;6;1;3;4;5;1;2;1;1
388820;22,004;4;1;3;6;5;1;1;2;1
390345;22,09;5;1;2;1;3;1;1;4;1
391845;22,167;3;1;1;1;2;1;1;1;4
393345;22,261;4;3;5;1;1;1;1;1;2
394845;22,349;3;2;5;1;1;1;1;1;1
396345;22,442;6;2;1;1;1;5;3;1;4
398345;22,579;6;7;1;1;1;2;3;4;5
399845;22,64;4;5;1;1;1;1;1;2;3
401345;22,687;4;1;1;1;2;1;1;1;3
402845;22,752;3;4;1;1;1;1;1;1;2
404345;22,842;4;1;2;1;5;1;1;1;3
405845;22,911;1;1;3;1;5;2;1;1;4
407880;23,009;1;1;3;4;2;5;7;6;1
409380;23,069;1;1;1;2;1;5;3;4;1
410380;23,109;1;1;1;2;1;1;3;1;1
411880;23,167;1;2;1;3;1;4;1;1;1
413380;23,226;4;5;1;1;1;3;2;1;1
414880;23,291;5;3;1;1;6;2;1;1;4
416880;23,384;2;5;1;1;7;3;1;4;6
418380;23,436;1;2;1;1;5;4;1;3;1
419380;23,464;1;1;1;1;3;2;1;1;1
420880;23,512;1;4;1;1;3;2;1;1;1
422380;23,569;1;4;1;1;5;2;3;1;1
423911;23,657;2;3;1;1;1;5;4;1;1
425911;23,793;2;3;1;1;1;7;5;6;4
427411;23,881;1;4;1;1;1;5;2;1;3
428911;23,944;1;1;1;1;1;2;3;1;4
